ID,Probability
421737,0.493560391
543625,0.497182743
129389,0.50781469
105139,0.505429555
334146,0.513359303
479266,0.494592394
550482,0.493725819
646406,0.493880172
472956,0.49939103
504950,0.504519946
427286,0.491360813
450587,0.492107764
449919,0.490542245
65804,0.505976843
76776,0.495883106
213693,0.492633042
491747,0.505296198
655675,0.497134608
301469,0.503756237
549038,0.494318401
488379,0.500164912
382086,0.506112196
513389,0.493963754
209467,0.496459001
130500,0.502386295
502503,0.49500612
491968,0.499272158
230572,0.502633997
513314,0.495095748
563188,0.499723988
320067,0.50478515
179563,0.49521382
545722,0.500453
95832,0.495338049
134882,0.504061684
104802,0.505091537
628723,0.501280043
542954,0.505346747
535473,0.497769015
565158,0.493901821
629606,0.504942798
201674,0.504432249
43960,0.499886378
385700,0.496591403
480549,0.495872901
370373,0.508105991
414665,0.507036264
88611,0.498706656
188213,0.505928477
197397,0.508981707
537346,0.499364239
457589,0.493726114
390006,0.500057494
220930,0.498523672
388485,0.506496691
124211,0.50815338
663827,0.493513953
484091,0.497307322
453823,0.493527792
653686,0.49789304
457438,0.495440097
60335,0.50464681
105798,0.482579653
566783,0.498676491
287415,0.509152611
488954,0.496375482
546253,0.49506639
497875,0.497441919
271110,0.501019929
559726,0.502414297
357784,0.504475503
119054,0.492786149
479936,0.496364245
315840,0.506563083
569699,0.497754411
95294,0.507217932
474059,0.492752846
393013,0.503180898
643428,0.48930374
475828,0.495724308
100049,0.503179667
600266,0.493573143
561782,0.504016645
530813,0.501850164
180946,0.508558833
564208,0.499352123
339563,0.506021129
660022,0.497164337
221570,0.504395752
272714,0.503007087
221899,0.504130016
514280,0.502314217
355633,0.499255837
432025,0.499218662
193208,0.504390466
472285,0.497312931
515813,0.493712949
507605,0.496986913
390632,0.507989227
477328,0.504502899
353289,0.494740846
390523,0.502970845
608838,0.509403355
21104,0.496457408
130505,0.497630905
522360,0.494569389
646875,0.504061684
196400,0.506915472
357523,0.500516413
439818,0.481341755
534313,0.506992787
21748,0.504887527
492117,0.493336287
460440,0.491406619
556662,0.491746238
566491,0.494951397
28081,0.499017181
122051,0.500052502
336637,0.504450043
200245,0.494479541
168384,0.50886093
626105,0.501510532
36369,0.495123044
533882,0.488982916
392396,0.504400801
462372,0.490770293
166377,0.488201986
600596,0.503661057
17373,0.503319577
12803,0.498032554
507340,0.501821286
32037,0.496597877
349373,0.498175553
407497,0.499577905
326508,0.503964713
1296,0.508725841
173045,0.50363907
37977,0.505215661
465604,0.497861822
27519,0.503949685
595750,0.496646115
276466,0.506015002
475964,0.500753333
527067,0.499944613
662660,0.488844232
465559,0.491580806
72310,0.503196403
595386,0.501634292
547918,0.494299256
659219,0.481143222
89044,0.505206142
565096,0.501032102
474891,0.503413442
450982,0.50097707
110069,0.500032708
307240,0.49782144
168340,0.496964912
535947,0.493651697
325195,0.500344711
444958,0.492703441
37279,0.504478597
451137,0.499347096
210317,0.489577448
612603,0.492090136
94355,0.502151624
551699,0.506557337
12145,0.495852206
478361,0.502604744
467759,0.498606544
205965,0.497568481
434796,0.498190581
588437,0.503231899
309681,0.494655856
104903,0.489479251
464493,0.509471033
421664,0.498769346
416805,0.496518521
588181,0.502720023
431425,0.487456156
586955,0.48779913
475804,0.500229731
333093,0.504885543
44327,0.504106895
151213,0.505407401
365325,0.499596432
401350,0.499395154
431270,0.499493048
175585,0.501378279
445962,0.495863263
386688,0.499723988
39511,0.502502392
388899,0.509389135
76378,0.505438067
70876,0.495066215
186294,0.503899221
401440,0.508105222
340648,0.503397877
546237,0.493859666
455676,0.495497852
362208,0.512241876
125277,0.496142484
451343,0.502373128
381567,0.503626216
307163,0.503964713
253795,0.498691057
263857,0.505817002
115076,0.498113823
621082,0.508772771
366801,0.492905273
569113,0.49946489
107810,0.50395109
510125,0.499887529
103453,0.499611205
536608,0.499661956
358932,0.503693183
551898,0.489288397
299357,0.505543612
624068,0.489186057
250165,0.497725365
583203,0.498636685
160933,0.483428224
553134,0.495529964
113615,0.505885347
261233,0.509373692
130865,0.506440276
235307,0.497738236
125340,0.502882137
233316,0.503659904
428039,0.496616663
122889,0.495336947
596729,0.501643002
502284,0.496967927
427884,0.49665234
513761,0.496588054
428985,0.498391499
121898,0.499739401
504480,0.495693498
472649,0.498175553
141409,0.497687881
567426,0.497535125
120820,0.500043236
330596,0.502265975
446406,0.495375101
307426,0.504892735
42059,0.503619023
425280,0.490293449
199082,0.502736593
565168,0.501595453
519379,0.49712581
5096,0.505030396
553175,0.496665229
501128,0.503652743
660156,0.502413032
279071,0.505987834
183464,0.498807067
48386,0.498353949
515133,0.495207623
297071,0.496262464
365233,0.503684281
567626,0.498905046
20398,0.501024609
502044,0.505935927
157378,0.500850408
664684,0.498922512
218868,0.504545551
358494,0.504692734
656410,0.488552406
422601,0.504954005
234468,0.495553556
609925,0.507784524
93919,0.508983726
165331,0.507164242
52151,0.506112196
131169,0.504758736
475885,0.507646765
235367,0.508103477
153961,0.50472148
627881,0.506954165
143869,0.505324281
560875,0.49035249
501272,0.494348259
528251,0.50164274
331418,0.497528133
390855,0.503681391
83116,0.49539711
505406,0.49834773
198286,0.509803735
338012,0.501584672
322896,0.496203673
279935,0.501520291
493717,0.493412053
554416,0.496795858
444747,0.503681391
337442,0.505854713
498964,0.49719359
180521,0.500210728
534723,0.502168681
80779,0.489424727
452184,0.506119971
624947,0.498638068
251949,0.506112196
200759,0.494643511
62240,0.505988236
329721,0.506219154
612981,0.488051131
505355,0.506785612
640416,0.499604383
470025,0.495229155
102305,0.502412596
90446,0.502403912
538613,0.502809935
626059,0.498254631
43698,0.501374273
160969,0.498633755
504076,0.49156212
388779,0.507882376
486243,0.495982234
157552,0.506555207
13342,0.504298288
81513,0.494565223
512247,0.499565994
210270,0.500382738
261992,0.505221122
518401,0.494698986
319394,0.502771947
157007,0.503619023
450511,0.48942124
100020,0.501473378
90944,0.501941936
341958,0.501270895
633381,0.502807478
212229,0.501123589
63820,0.50207694
410882,0.505301541
591743,0.500250221
533174,0.499272158
552459,0.491634708
659069,0.491891529
340058,0.504398178
290504,0.494733355
270150,0.504278427
455566,0.495427385
407727,0.511848719
308834,0.483206901
482325,0.494501546
546485,0.492636747
470532,0.502544084
108038,0.502173097
283707,0.501634292
495946,0.501709263
448362,0.496111172
166606,0.508105222
169587,0.497834866
89481,0.497810227
10312,0.50497977
210016,0.507267837
566142,0.500592418
536430,0.492521611
313395,0.504778077
472324,0.501369232
179965,0.506064032
472778,0.498475037
52773,0.501092154
635099,0.495831894
457540,0.491942635
111186,0.498567441
640661,0.503978436
660244,0.501192665
247042,0.498304406
368103,0.499931472
647130,0.489489099
108152,0.494123233
332681,0.495121283
124843,0.50787693
228977,0.491910156
447086,0.489496326
73545,0.512594111
175552,0.505947593
117756,0.505168158
518598,0.504106995
430958,0.500753464
436748,0.495423972
654996,0.499081419
339130,0.510031351
273838,0.49755548
406562,0.509495403
486931,0.503813875
123982,0.50201641
25780,0.515159845
248641,0.48625632
554194,0.492509731
66743,0.502569451
426522,0.504686063
44130,0.501347211
331175,0.508942714
459855,0.496915949
520416,0.496583055
509635,0.500301322
555220,0.498289645
607591,0.501048852
489348,0.504907419
585864,0.502252765
287279,0.497326154
639552,0.498281306
107633,0.499367601
626740,0.493206579
647941,0.504007052
627177,0.492999326
478352,0.50588305
37235,0.504737438
458622,0.492752846
468278,0.505759557
500584,0.499430422
646328,0.499081419
447959,0.497263518
636438,0.500447955
661879,0.502664964
129330,0.504435754
129242,0.493460469
301199,0.502888925
337033,0.496134019
265798,0.509610212
477718,0.506333319
401346,0.49983317
562579,0.495238099
125295,0.50161734
377172,0.502348018
439978,0.493299513
297314,0.499416752
108603,0.498977509
429948,0.490228817
96644,0.499219936
549865,0.48856317
626281,0.500525019
202311,0.502320269
541036,0.491546168
73224,0.507448663
434997,0.507284946
542130,0.501278808
184368,0.498719691
138164,0.501268051
644365,0.505567843
663339,0.494585017
523212,0.499931472
321538,0.502243781
452731,0.493716306
122670,0.502857727
351198,0.502178306
602898,0.501050917
597303,0.5017263
211170,0.498817619
189495,0.502316243
469962,0.501159645
619121,0.499820342
581823,0.496021535
435694,0.491008283
252802,0.502604466
241200,0.500610464
519138,0.501210987
175567,0.498812828
491826,0.494685383
465104,0.502664964
238977,0.501144616
624659,0.498887822
413858,0.497125985
281644,0.498392924
584366,0.492251691
72824,0.508098031
71040,0.487762204
90662,0.503485544
664262,0.493866892
287304,0.495698423
593685,0.49504033
644887,0.499887529
509440,0.493525409
13051,0.501641208
41978,0.499309307
506032,0.498247831
27226,0.501712942
297957,0.497769309
487816,0.499807493
570784,0.491526471
662812,0.490334319
344196,0.498719521
101136,0.506202583
29376,0.506229801
149965,0.50363907
507321,0.499839559
514053,0.503902535
314656,0.497735759
21166,0.500615392
505879,0.497594837
632735,0.500332
471433,0.495840625
39664,0.497622965
530565,0.495237226
649207,0.499560512
430278,0.513925993
96093,0.495960459
438256,0.49645716
621740,0.509303791
471878,0.496455037
231055,0.501891585
423558,0.495973114
332302,0.493079968
327240,0.494787509
331515,0.501134332
535680,0.498994963
499572,0.495090027
459189,0.495295671
495717,0.498120847
590379,0.504678923
46927,0.499506476
603258,0.494555717
534417,0.499775043
434783,0.505030661
644196,0.498604028
541930,0.497160512
472586,0.491676921
519619,0.495549633
539682,0.501329504
42875,0.503367671
40643,0.504804823
212973,0.509104963
661858,0.501366297
533172,0.49450005
440182,0.496459001
69629,0.507134101
123045,0.502429372
154137,0.506425392
464325,0.496077332
177734,0.502809935
342817,0.499453217
524762,0.505391938
84050,0.509418378
457443,0.4941524
459997,0.494508977
147794,0.49765681
118562,0.504211947
524834,0.503386087
613867,0.492549028
658696,0.499525094
475324,0.494698688
645121,0.496729867
545387,0.498624929
319905,0.5047345
368630,0.504284697
390983,0.502772028
514797,0.498748616
629034,0.498529329
556356,0.49302261
128277,0.509251955
164439,0.497956581
401412,0.496365711
3512,0.495919738
665043,0.483048683
125289,0.502660986
333418,0.505836367
516142,0.490766654
445951,0.492728473
509324,0.500234474
484894,0.498891661
221286,0.495224842
38811,0.497207166
469163,0.498763081
487357,0.495651759
460375,0.493366275
547953,0.500810176
655058,0.498498707
24617,0.506715304
226879,0.506654194
478919,0.500135311
528047,0.499651761
249139,0.503326244
183738,0.500896894
218015,0.503492941
388180,0.491699312
40110,0.507091381
532229,0.496003897
492732,0.49998249
451168,0.493537824
439082,0.501010805
507707,0.497443919
383403,0.507803371
421287,0.491515342
415906,0.495151733
543498,0.493444891
410282,0.501329504
477253,0.49561204
106615,0.495708382
548608,0.492111666
341484,0.503079706
442775,0.493436763
162154,0.498961414
310341,0.500043797
378547,0.505226557
623856,0.495892307
605310,0.504550986
561783,0.496920752
318139,0.503509766
637345,0.502979423
510434,0.49326058
421145,0.502195788
478072,0.498289764
620718,0.501557125
451033,0.493880172
623509,0.502601411
637467,0.494959967
541678,0.493403978
166108,0.498443574
610875,0.492236578
517902,0.497801162
645008,0.503356834
233474,0.509531639
438425,0.500839108
612881,0.496666195
583070,0.50021816
351138,0.506840286
632719,0.500025565
657976,0.494485779
278363,0.509152611
643177,0.501487244
577317,0.496899295
605629,0.503681391
656806,0.500592418
445791,0.500957308
274060,0.500152629
58189,0.503769816
201212,0.494629424
58735,0.499943789
241855,0.501710588
566532,0.49392804
553702,0.504193142
530229,0.494729571
433013,0.490296133
607315,0.489817618
80950,0.4949093
620031,0.499434441
635139,0.492195834
564419,0.492030307
220555,0.503909271
105794,0.501360492
520840,0.502602148
264048,0.501062928
182776,0.500552642
290241,0.499367601
594710,0.500753333
529012,0.497039851
250898,0.502957743
557088,0.499371922
119861,0.502289587
436282,0.49049084
325244,0.501668576
142879,0.505129005
446628,0.501308521
216427,0.502210113
161626,0.506043237
163952,0.510697658
435565,0.500049039
348572,0.501230977
223267,0.500444387
421610,0.498719521
89359,0.497083549
510833,0.496590237
160963,0.499620341
449699,0.495898156
62168,0.511957561
214632,0.50815338
67034,0.49555848
537897,0.485060167
574103,0.498817415
452238,0.502128751
581808,0.496100705
242076,0.499867853
192920,0.504859185
403477,0.50745439
186884,0.50269206
635194,0.503400815
559674,0.488984141
13406,0.499891641
154766,0.497479569
85060,0.505442254
340879,0.505538593
504024,0.496306188
225599,0.501973064
56002,0.505447689
637943,0.505439317
102682,0.495968829
603302,0.498707738
491833,0.496597157
465058,0.493880172
435065,0.48901952
637609,0.502249628
574489,0.499812319
77046,0.500043236
636090,0.496587188
503446,0.497134608
455151,0.502780682
154879,0.497485991
532689,0.500961726
336395,0.50137664
598427,0.505439317
521451,0.505226557
439020,0.48780316
472601,0.491978163
560001,0.496483953
646532,0.504924652
584590,0.502803561
161147,0.498558561
80656,0.503945757
230793,0.503626216
16382,0.509471033
558715,0.504115823
392334,0.503835215
265965,0.50192748
520373,0.499625426
570204,0.496218869
621812,0.505436651
161641,0.509427838
392990,0.495851258
514424,0.493056432
448877,0.493916576
216780,0.486965638
275053,0.499298683
437803,0.479798091
270239,0.503780054
491744,0.496820884
438821,0.496468464
221325,0.508956488
200437,0.509163054
559393,0.498661462
170146,0.50477509
394326,0.498359432
476547,0.496541804
86094,0.505665241
250934,0.490768031
448987,0.499672815
466735,0.501911836
84897,0.502891108
622979,0.499081989
148223,0.492950059
461148,0.49617454
527911,0.497502294
46451,0.507432169
250269,0.506949075
74464,0.505897015
432077,0.48784081
503961,0.497301748
435210,0.49766221
358828,0.496409234
176831,0.498175553
280011,0.506130693
440345,0.498824719
574744,0.49661111
117524,0.501672133
486662,0.493079968
449076,0.499764519
66525,0.494215072
211435,0.492267416
455199,0.49188683
541392,0.495969262
240563,0.49890008
417585,0.499352123
312932,0.503487152
550779,0.494896049
261874,0.502004413
219924,0.497355759
636193,0.502372279
658150,0.49547545
543776,0.502414141
386720,0.490873776
595197,0.497442226
639377,0.499874436
489734,0.50059814
201316,0.488636953
453126,0.503371059
282213,0.500210669
362890,0.493447619
384597,0.502633997
647186,0.497466997
33411,0.493832495
323068,0.492560938
483718,0.498990503
458122,0.501413991
522611,0.501344745
359020,0.506192099
39022,0.504931449
111813,0.494115792
472667,0.500152629
22160,0.492385071
590569,0.489455371
452889,0.500592549
308813,0.503553345
79874,0.495763646
144820,0.505672736
86238,0.507900221
283538,0.504250142
555310,0.490869392
145946,0.496338933
16726,0.508294071
358783,0.50704824
634338,0.495112222
180471,0.500359859
102736,0.50007262
251055,0.495635478
190503,0.505016724
529695,0.49346568
324410,0.503553345
592802,0.502148634
72683,0.500401028
221183,0.50485457
418533,0.498296046
24036,0.502084826
3786,0.507624567
134874,0.500152794
457647,0.504992348
130312,0.493692
192070,0.510318247
385484,0.507064081
31465,0.501577139
505920,0.505629734
93544,0.504892735
122753,0.496429748
111245,0.505308053
376906,0.508550371
390206,0.502865943
162975,0.510187023
480930,0.494662481
338979,0.511748001
532795,0.498671176
602903,0.500368668
174117,0.50606092
256835,0.499768538
442028,0.501042193
413635,0.507282391
468291,0.488192412
533309,0.49769934
505269,0.502632354
464669,0.503153448
359377,0.504141931
183770,0.500158434
265101,0.496084763
381094,0.497826519
576517,0.501448696
91882,0.498817415
380864,0.501835274
645853,0.499617736
330866,0.502485346
536388,0.492507661
193428,0.493828182
355666,0.501810132
468352,0.501168617
447849,0.494590116
317330,0.495832693
51076,0.507653814
443726,0.497200293
479628,0.502544084
414030,0.494044383
171201,0.501478637
429972,0.501473378
142083,0.491348854
469683,0.501873259
324557,0.49767668
578316,0.489591817
426325,0.496648713
525307,0.499304218
252098,0.501568654
14557,0.501844219
335894,0.505887553
280317,0.499714205
499032,0.495836952
634914,0.508329276
378414,0.502387307
613695,0.506689347
375096,0.497763414
542350,0.500830231
479484,0.493850923
465154,0.495602988
537149,0.497353576
451616,0.492766306
645326,0.505084002
175435,0.494571668
561178,0.499380207
626493,0.496508761
94735,0.510057648
606606,0.500762557
510305,0.496363223
332853,0.506112196
438121,0.495137083
205025,0.500601037
659365,0.483330329
664142,0.488468512
32547,0.488608895
515564,0.49814588
132322,0.498172526
122922,0.498558641
127267,0.496716117
535508,0.495885169
154896,0.503747968
219475,0.504992348
344147,0.498261239
90969,0.499524842
287463,0.502379286
478389,0.497932004
147203,0.505618177
240586,0.500494301
552634,0.501381765
321722,0.496678617
161796,0.502045394
467660,0.494282522
220649,0.506186364
153847,0.501489699
350439,0.501828472
752,0.501136904
585235,0.503833597
214208,0.502955046
1367,0.500592418
594770,0.503780798
78030,0.503841637
588798,0.502004413
171220,0.501268051
642479,0.49853707
139147,0.499320264
489878,0.49952304
556029,0.509780144
148318,0.509233566
547761,0.491764506
664421,0.491754729
10564,0.505226557
477409,0.502504053
232547,0.502954629
35927,0.495293917
388045,0.503885752
368729,0.506450186
421962,0.495149298
653150,0.503933041
295551,0.50910475
610323,0.505944497
253074,0.501685298
619577,0.493764284
250558,0.502970845
62389,0.499281337
47484,0.502072009
572993,0.507360499
381277,0.501810132
20307,0.500152629
621298,0.493448416
310811,0.495912457
445372,0.501268051
525003,0.4941524
606932,0.500653735
320782,0.503955524
476687,0.50745439
39860,0.491508297
638972,0.49940047
436900,0.505226557
239864,0.498080782
597778,0.500210627
629733,0.501828196
208486,0.501956903
62752,0.497134608
186875,0.501255087
489751,0.496496107
496431,0.48971535
455708,0.501208045
521374,0.490807394
385311,0.501968469
451962,0.502652607
431879,0.496547243
451024,0.497263247
632322,0.497589966
267741,0.495368524
307633,0.495804414
544444,0.497763414
137689,0.496777954
593094,0.49209732
482873,0.497693268
397193,0.503420769
363273,0.505221122
430582,0.496423861
501292,0.492645227
371588,0.505803978
318689,0.497584234
569328,0.497307322
41574,0.500539872
503602,0.494946932
54765,0.504273564
493471,0.494680922
385463,0.50354822
254828,0.506587929
263117,0.509373692
493760,0.501966533
82551,0.509471033
75855,0.498704935
615739,0.504464369
499587,0.501792528
584776,0.494785336
523259,0.496203673
521907,0.504369146
98521,0.504335802
623860,0.503654443
635495,0.502017393
407552,0.49792669
151805,0.50787693
166911,0.500810945
47533,0.49243744
2620,0.4991169
184215,0.496635977
200219,0.50834712
109559,0.496716117
455887,0.509389135
173004,0.506479049
480408,0.49311729
492203,0.491187665
471204,0.498374361
567506,0.495733946
389148,0.505283848
447684,0.506929129
294463,0.492089913
251453,0.506278648
604266,0.49687084
645536,0.506010507
497409,0.498704935
446032,0.494408773
252861,0.507284946
205584,0.500008035
464488,0.507749835
182272,0.506643356
464448,0.501238613
417929,0.494372579
66981,0.493490808
133273,0.504706453
225844,0.500886818
107424,0.498249951
163196,0.505836367
116914,0.496782185
206828,0.50037421
520800,0.501405837
57854,0.504992348
480397,0.49655736
525267,0.49209635
177470,0.508452087
591932,0.507325123
199078,0.503488268
519749,0.497017652
290463,0.494439089
259292,0.501268182
362675,0.495216726
357645,0.494813527
557577,0.49121432
432352,0.499090237
615778,0.488147509
245439,0.512118383
50776,0.502736593
283517,0.498500548
533330,0.497763414
242666,0.49535746
69314,0.500891465
271282,0.501473378
630199,0.506063471
55163,0.50214378
230366,0.502347259
153313,0.508648497
261205,0.496703929
395432,0.499103017
361369,0.501247966
527319,0.496996837
496484,0.500254572
463004,0.510730018
56405,0.503033665
648104,0.493079968
537736,0.487789536
517477,0.499797614
145970,0.499103017
461565,0.502259747
582572,0.506502432
482435,0.508281119
640840,0.507524391
260715,0.500753333
483274,0.503357008
271525,0.499165922
203791,0.493030669
31397,0.499391877
95101,0.503452431
432308,0.499183861
493358,0.49587567
510556,0.507609123
329560,0.506212119
122648,0.507164242
141848,0.504069817
476430,0.504379406
576177,0.498880436
406847,0.49507623
525148,0.50115301
444168,0.498391499
42982,0.506507416
357493,0.49970555
37932,0.496144795
426654,0.495408257
584907,0.500589296
654259,0.492474637
41997,0.50500026
146860,0.507026112
444691,0.506563083
613609,0.494789221
303671,0.509917883
129418,0.498972516
482471,0.499416752
561162,0.49786794
68846,0.505439317
489288,0.499522506
616892,0.501646291
231311,0.509931551
387903,0.497358996
440615,0.500697601
532102,0.496963064
448461,0.499617736
483146,0.493119548
147139,0.501741446
604158,0.49378779
